DS_GASTO_NIVEL1,SG_PARTIDO,NM_PARTIDO,gasto,reais
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",AVANTE,AVANTE,201.5,"R$ 201,50"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",DC,DEMOCRACIA CRISTÃ,4067.35,"R$ 4.067,35"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",DEM,DEMOCRATAS,4023.66,"R$ 4.023,66"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,31433.67,"R$ 31.433,67"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",NOVO,PARTIDO NOVO,786.05,"R$ 786,05"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PATRI,PATRIOTA,490,"R$ 490,00"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PCDOB,PARTIDO COMUNISTA DO BRASIL,25314.33,"R$ 25.314,33"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PCO,PARTIDO DA CAUSA OPERÁRIA,38680,"R$ 38.680,00"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,4297.9,"R$ 4.297,90"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,930.85,"R$ 930,85"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PL,PARTIDO LIBERAL,43261.06,"R$ 43.261,06"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,525.57,"R$ 525,57"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PP,PROGRESSISTAS,41815.3,"R$ 41.815,30"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PPS,PARTIDO POPULAR SOCIALISTA,6401.79,"R$ 6.401,79"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,3280,"R$ 3.280,00"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,80,"R$ 80,00"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PSB,PARTIDO SOCIALISTA BRASILEIRO,22469.96,"R$ 22.469,96"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PSC,PARTIDO SOCIAL CRISTÃO,12082.74,"R$ 12.082,74"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PSD,PARTIDO SOCIAL DEMOCRÁTICO,40132.88,"R$ 40.132,88"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,11229.27,"R$ 11.229,27"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PSL,PARTIDO SOCIAL LIBERAL,1251.2,"R$ 1.251,20"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PSOL,PARTIDO SOCIALISMO E LIBERDADE,2150.64,"R$ 2.150,64"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1946.2,"R$ 1.946,20"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PT,PARTIDO DOS TRABALHADORES,275050.14,"R$ 275.050,14"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PTB,PARTIDO TRABALHISTA BRASILEIRO,11103.92,"R$ 11.103,92"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PTC,PARTIDO TRABALHISTA CRISTÃO,1001.6,"R$ 1.001,60"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",PV,PARTIDO VERDE,39615.89,"R$ 39.615,89"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",REDE,REDE SUSTENTABILIDADE,82.25,"R$ 82,25"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",REPUBLICANOS,REPUBLICANOS,93043.81,"R$ 93.043,81"
"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES",SDD,SOLIDARIEDADE,10243.75,"R$ 10.243,75"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,AVANTE,AVANTE,985.6,"R$ 985,60"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,DEM,DEMOCRATAS,317431.77,"R$ 317.431,77"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,2463360.66,"R$ 2.463.360,66"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PCDOB,PARTIDO COMUNISTA DO BRASIL,42037.79,"R$ 42.037,79"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,179002.77,"R$ 179.002,77"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,2200,"R$ 2.200,00"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PL,PARTIDO LIBERAL,325879.49,"R$ 325.879,49"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,98619.42,"R$ 98.619,42"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PODE,PODEMOS,50700,"R$ 50.700,00"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PP,PROGRESSISTAS,283886.84,"R$ 283.886,84"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PPS,PARTIDO POPULAR SOCIALISTA,28302.1,"R$ 28.302,10"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,428,"R$ 428,00"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PSB,PARTIDO SOCIALISTA BRASILEIRO,6117.98,"R$ 6.117,98"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PSC,PARTIDO SOCIAL CRISTÃO,18689.33,"R$ 18.689,33"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,13049.18,"R$ 13.049,18"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,388114.45,"R$ 388.114,45"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PSL,PARTIDO SOCIAL LIBERAL,166.65,"R$ 166,65"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,7500,"R$ 7.500,00"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PT,PARTIDO DOS TRABALHADORES,1542239.71,"R$ 1.542.239,71"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PTB,PARTIDO TRABALHISTA BRASILEIRO,4147954.05,"R$ 4.147.954,05"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PTC,PARTIDO TRABALHISTA CRISTÃO,174542.35,"R$ 174.542,35"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,PV,PARTIDO VERDE,8366.31,"R$ 8.366,31"
DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS,REPUBLICANOS,REPUBLICANOS,42223.01,"R$ 42.223,01"
DESPESAS FINANCEIRAS,AVANTE,AVANTE,102000.36,"R$ 102.000,36"
DESPESAS FINANCEIRAS,DC,DEMOCRACIA CRISTÃ,73723.05,"R$ 73.723,05"
DESPESAS FINANCEIRAS,DEM,DEMOCRATAS,209596.76,"R$ 209.596,76"
DESPESAS FINANCEIRAS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,598372.73,"R$ 598.372,73"
DESPESAS FINANCEIRAS,NOVO,PARTIDO NOVO,504970.41,"R$ 504.970,41"
DESPESAS FINANCEIRAS,PATRI,PATRIOTA,75183.02,"R$ 75.183,02"
DESPESAS FINANCEIRAS,PCB,PARTIDO COMUNISTA BRASILEIRO,7478.48,"R$ 7.478,48"
DESPESAS FINANCEIRAS,PCDOB,PARTIDO COMUNISTA DO BRASIL,234838.93,"R$ 234.838,93"
DESPESAS FINANCEIRAS,PCO,PARTIDO DA CAUSA OPERÁRIA,3850.42,"R$ 3.850,42"
DESPESAS FINANCEIRAS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,446145.02,"R$ 446.145,02"
DESPESAS FINANCEIRAS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,86241.34,"R$ 86.241,34"
DESPESAS FINANCEIRAS,PL,PARTIDO LIBERAL,256462.72,"R$ 256.462,72"
DESPESAS FINANCEIRAS,PMB,PARTIDO DA MULHER BRASILEIRA,8514.8,"R$ 8.514,80"
DESPESAS FINANCEIRAS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,34593.73,"R$ 34.593,73"
DESPESAS FINANCEIRAS,PODE,PODEMOS,76779.26,"R$ 76.779,26"
DESPESAS FINANCEIRAS,PP,PROGRESSISTAS,582531.83,"R$ 582.531,83"
DESPESAS FINANCEIRAS,PPL,PARTIDO PÁTRIA LIVRE,11277.82,"R$ 11.277,82"
DESPESAS FINANCEIRAS,PPS,PARTIDO POPULAR SOCIALISTA,161623.58,"R$ 161.623,58"
DESPESAS FINANCEIRAS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,54459.62,"R$ 54.459,62"
DESPESAS FINANCEIRAS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,25741.82,"R$ 25.741,82"
DESPESAS FINANCEIRAS,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,19333.23,"R$ 19.333,23"
DESPESAS FINANCEIRAS,PSB,PARTIDO SOCIALISTA BRASILEIRO,735987.17,"R$ 735.987,17"
DESPESAS FINANCEIRAS,PSC,PARTIDO SOCIAL CRISTÃO,117301.83,"R$ 117.301,83"
DESPESAS FINANCEIRAS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,322151.1,"R$ 322.151,10"
DESPESAS FINANCEIRAS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,584371.11,"R$ 584.371,11"
DESPESAS FINANCEIRAS,PSL,PARTIDO SOCIAL LIBERAL,80181.45,"R$ 80.181,45"
DESPESAS FINANCEIRAS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,79666.02,"R$ 79.666,02"
DESPESAS FINANCEIRAS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,41526.92,"R$ 41.526,92"
DESPESAS FINANCEIRAS,PT,PARTIDO DOS TRABALHADORES,1881367.8,"R$ 1.881.367,80"
DESPESAS FINANCEIRAS,PTB,PARTIDO TRABALHISTA BRASILEIRO,265624.32,"R$ 265.624,32"
DESPESAS FINANCEIRAS,PTC,PARTIDO TRABALHISTA CRISTÃO,59113.79,"R$ 59.113,79"
DESPESAS FINANCEIRAS,PV,PARTIDO VERDE,215516.23,"R$ 215.516,23"
DESPESAS FINANCEIRAS,REDE,REDE SUSTENTABILIDADE,49686.51,"R$ 49.686,51"
DESPESAS FINANCEIRAS,REPUBLICANOS,REPUBLICANOS,193189.69,"R$ 193.189,69"
DESPESAS FINANCEIRAS,SDD,SOLIDARIEDADE,174138.69,"R$ 174.138,69"
DESPESAS GERAIS,AVANTE,AVANTE,600,"R$ 600,00"
DESPESAS GERAIS,DEM,DEMOCRATAS,187697.31,"R$ 187.697,31"
DESPESAS GERAIS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,923.15,"R$ 923,15"
DESPESAS GERAIS,PCDOB,PARTIDO COMUNISTA DO BRASIL,910,"R$ 910,00"
DESPESAS GERAIS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,7170,"R$ 7.170,00"
DESPESAS GERAIS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,750,"R$ 750,00"
DESPESAS GERAIS,PP,PROGRESSISTAS,450,"R$ 450,00"
DESPESAS GERAIS,PPS,PARTIDO POPULAR SOCIALISTA,2000,"R$ 2.000,00"
DESPESAS GERAIS,PSC,PARTIDO SOCIAL CRISTÃO,4500,"R$ 4.500,00"
DESPESAS GERAIS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,73.68,"R$ 73,68"
DESPESAS GERAIS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,50365,"R$ 50.365,00"
DESPESAS GERAIS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,39929.26,"R$ 39.929,26"
DESPESAS GERAIS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,420000,"R$ 420.000,00"
DESPESAS GERAIS,PTB,PARTIDO TRABALHISTA BRASILEIRO,600,"R$ 600,00"
DESPESAS GERAIS,PTC,PARTIDO TRABALHISTA CRISTÃO,21880,"R$ 21.880,00"
DESPESAS GERAIS,PV,PARTIDO VERDE,7540.16,"R$ 7.540,16"
DESPESAS GERAIS,REDE,REDE SUSTENTABILIDADE,275,"R$ 275,00"
DESPESAS JUDICIAIS,AVANTE,AVANTE,10591.72,"R$ 10.591,72"
DESPESAS JUDICIAIS,DC,DEMOCRACIA CRISTÃ,2577.17,"R$ 2.577,17"
DESPESAS JUDICIAIS,DEM,DEMOCRATAS,205202.78,"R$ 205.202,78"
DESPESAS JUDICIAIS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,631002.97,"R$ 631.002,97"
DESPESAS JUDICIAIS,NOVO,PARTIDO NOVO,13371.86,"R$ 13.371,86"
DESPESAS JUDICIAIS,PATRI,PATRIOTA,80,"R$ 80,00"
DESPESAS JUDICIAIS,PCDOB,PARTIDO COMUNISTA DO BRASIL,102149.76,"R$ 102.149,76"
DESPESAS JUDICIAIS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,322615.6,"R$ 322.615,60"
DESPESAS JUDICIAIS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,199.13,"R$ 199,13"
DESPESAS JUDICIAIS,PL,PARTIDO LIBERAL,47529.55,"R$ 47.529,55"
DESPESAS JUDICIAIS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,5785.5,"R$ 5.785,50"
DESPESAS JUDICIAIS,PP,PROGRESSISTAS,305096.76,"R$ 305.096,76"
DESPESAS JUDICIAIS,PPL,PARTIDO PÁTRIA LIVRE,27.16,"R$ 27,16"
DESPESAS JUDICIAIS,PPS,PARTIDO POPULAR SOCIALISTA,125703.4,"R$ 125.703,40"
DESPESAS JUDICIAIS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,62449.84,"R$ 62.449,84"
DESPESAS JUDICIAIS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,92346.45,"R$ 92.346,45"
DESPESAS JUDICIAIS,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,39791.19,"R$ 39.791,19"
DESPESAS JUDICIAIS,PSB,PARTIDO SOCIALISTA BRASILEIRO,372057.04,"R$ 372.057,04"
DESPESAS JUDICIAIS,PSC,PARTIDO SOCIAL CRISTÃO,39572.82,"R$ 39.572,82"
DESPESAS JUDICIAIS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,56766.6,"R$ 56.766,60"
DESPESAS JUDICIAIS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,380169.01,"R$ 380.169,01"
DESPESAS JUDICIAIS,PSL,PARTIDO SOCIAL LIBERAL,1500,"R$ 1.500,00"
DESPESAS JUDICIAIS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,152674.92,"R$ 152.674,92"
DESPESAS JUDICIAIS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,25179.83,"R$ 25.179,83"
DESPESAS JUDICIAIS,PT,PARTIDO DOS TRABALHADORES,3672328.28,"R$ 3.672.328,28"
DESPESAS JUDICIAIS,PTB,PARTIDO TRABALHISTA BRASILEIRO,236507.46,"R$ 236.507,46"
DESPESAS JUDICIAIS,PTC,PARTIDO TRABALHISTA CRISTÃO,24341.32,"R$ 24.341,32"
DESPESAS JUDICIAIS,PV,PARTIDO VERDE,56070.08,"R$ 56.070,08"
DESPESAS JUDICIAIS,REDE,REDE SUSTENTABILIDADE,1540.15,"R$ 1.540,15"
DESPESAS JUDICIAIS,REPUBLICANOS,REPUBLICANOS,42342.7,"R$ 42.342,70"
DESPESAS JUDICIAIS,SDD,SOLIDARIEDADE,28720.46,"R$ 28.720,46"
ENERGIA ELÉTRICA,AVANTE,AVANTE,24238.88,"R$ 24.238,88"
ENERGIA ELÉTRICA,DC,DEMOCRACIA CRISTÃ,9678.65,"R$ 9.678,65"
ENERGIA ELÉTRICA,DEM,DEMOCRATAS,111657.74,"R$ 111.657,74"
ENERGIA ELÉTRICA,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,535501.25,"R$ 535.501,25"
ENERGIA ELÉTRICA,NOVO,PARTIDO NOVO,30258.9,"R$ 30.258,90"
ENERGIA ELÉTRICA,PATRI,PATRIOTA,25093.19,"R$ 25.093,19"
ENERGIA ELÉTRICA,PCB,PARTIDO COMUNISTA BRASILEIRO,1081.42,"R$ 1.081,42"
ENERGIA ELÉTRICA,PCDOB,PARTIDO COMUNISTA DO BRASIL,197221.54,"R$ 197.221,54"
ENERGIA ELÉTRICA,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,206950.65,"R$ 206.950,65"
ENERGIA ELÉTRICA,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,36782.27,"R$ 36.782,27"
ENERGIA ELÉTRICA,PL,PARTIDO LIBERAL,184402.81,"R$ 184.402,81"
ENERGIA ELÉTRICA,PMB,PARTIDO DA MULHER BRASILEIRA,24356.82,"R$ 24.356,82"
ENERGIA ELÉTRICA,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,20092.54,"R$ 20.092,54"
ENERGIA ELÉTRICA,PODE,PODEMOS,34530.96,"R$ 34.530,96"
ENERGIA ELÉTRICA,PP,PROGRESSISTAS,190983.63,"R$ 190.983,63"
ENERGIA ELÉTRICA,PPL,PARTIDO PÁTRIA LIVRE,1788.92,"R$ 1.788,92"
ENERGIA ELÉTRICA,PPS,PARTIDO POPULAR SOCIALISTA,68110.75,"R$ 68.110,75"
ENERGIA ELÉTRICA,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,219085.01,"R$ 219.085,01"
ENERGIA ELÉTRICA,PRP,PARTIDO REPUBLICANO PROGRESSISTA,19223.06,"R$ 19.223,06"
ENERGIA ELÉTRICA,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,11542.92,"R$ 11.542,92"
ENERGIA ELÉTRICA,PSB,PARTIDO SOCIALISTA BRASILEIRO,245823.44,"R$ 245.823,44"
ENERGIA ELÉTRICA,PSC,PARTIDO SOCIAL CRISTÃO,89038.33,"R$ 89.038,33"
ENERGIA ELÉTRICA,PSD,PARTIDO SOCIAL DEMOCRÁTICO,202029.97,"R$ 202.029,97"
ENERGIA ELÉTRICA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,394048.66,"R$ 394.048,66"
ENERGIA ELÉTRICA,PSL,PARTIDO SOCIAL LIBERAL,19537.6,"R$ 19.537,60"
ENERGIA ELÉTRICA,PSOL,PARTIDO SOCIALISMO E LIBERDADE,47423.49,"R$ 47.423,49"
ENERGIA ELÉTRICA,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,30598.46,"R$ 30.598,46"
ENERGIA ELÉTRICA,PT,PARTIDO DOS TRABALHADORES,494611.43,"R$ 494.611,43"
ENERGIA ELÉTRICA,PTB,PARTIDO TRABALHISTA BRASILEIRO,149020.13,"R$ 149.020,13"
ENERGIA ELÉTRICA,PTC,PARTIDO TRABALHISTA CRISTÃO,8110.12,"R$ 8.110,12"
ENERGIA ELÉTRICA,PV,PARTIDO VERDE,53819.18,"R$ 53.819,18"
ENERGIA ELÉTRICA,REDE,REDE SUSTENTABILIDADE,24735.19,"R$ 24.735,19"
ENERGIA ELÉTRICA,REPUBLICANOS,REPUBLICANOS,230607.73,"R$ 230.607,73"
ENERGIA ELÉTRICA,SDD,SOLIDARIEDADE,77612.87,"R$ 77.612,87"
EVENTOS PROMOCIONAIS,AVANTE,AVANTE,25485.5,"R$ 25.485,50"
EVENTOS PROMOCIONAIS,DC,DEMOCRACIA CRISTÃ,1743.78,"R$ 1.743,78"
EVENTOS PROMOCIONAIS,DEM,DEMOCRATAS,547705.33,"R$ 547.705,33"
EVENTOS PROMOCIONAIS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,1766877.6,"R$ 1.766.877,60"
EVENTOS PROMOCIONAIS,NOVO,PARTIDO NOVO,917983.17,"R$ 917.983,17"
EVENTOS PROMOCIONAIS,PATRI,PATRIOTA,12423,"R$ 12.423,00"
EVENTOS PROMOCIONAIS,PCDOB,PARTIDO COMUNISTA DO BRASIL,231015.74,"R$ 231.015,74"
EVENTOS PROMOCIONAIS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,421595.29,"R$ 421.595,29"
EVENTOS PROMOCIONAIS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,7210,"R$ 7.210,00"
EVENTOS PROMOCIONAIS,PL,PARTIDO LIBERAL,511210.19,"R$ 511.210,19"
EVENTOS PROMOCIONAIS,PMB,PARTIDO DA MULHER BRASILEIRA,975,"R$ 975,00"
EVENTOS PROMOCIONAIS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,1500,"R$ 1.500,00"
EVENTOS PROMOCIONAIS,PODE,PODEMOS,13194,"R$ 13.194,00"
EVENTOS PROMOCIONAIS,PP,PROGRESSISTAS,365612.78,"R$ 365.612,78"
EVENTOS PROMOCIONAIS,PPL,PARTIDO PÁTRIA LIVRE,58046.19,"R$ 58.046,19"
EVENTOS PROMOCIONAIS,PPS,PARTIDO POPULAR SOCIALISTA,55394.58,"R$ 55.394,58"
EVENTOS PROMOCIONAIS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,402695.93,"R$ 402.695,93"
EVENTOS PROMOCIONAIS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,7932,"R$ 7.932,00"
EVENTOS PROMOCIONAIS,PSB,PARTIDO SOCIALISTA BRASILEIRO,692304.19,"R$ 692.304,19"
EVENTOS PROMOCIONAIS,PSC,PARTIDO SOCIAL CRISTÃO,117804.32,"R$ 117.804,32"
EVENTOS PROMOCIONAIS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,370839.98,"R$ 370.839,98"
EVENTOS PROMOCIONAIS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1171967.09,"R$ 1.171.967,09"
EVENTOS PROMOCIONAIS,PSL,PARTIDO SOCIAL LIBERAL,109488.79,"R$ 109.488,79"
EVENTOS PROMOCIONAIS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,133244.24,"R$ 133.244,24"
EVENTOS PROMOCIONAIS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1610,"R$ 1.610,00"
EVENTOS PROMOCIONAIS,PT,PARTIDO DOS TRABALHADORES,1616436.27,"R$ 1.616.436,27"
EVENTOS PROMOCIONAIS,PTB,PARTIDO TRABALHISTA BRASILEIRO,213950.1,"R$ 213.950,10"
EVENTOS PROMOCIONAIS,PTC,PARTIDO TRABALHISTA CRISTÃO,4686.68,"R$ 4.686,68"
EVENTOS PROMOCIONAIS,PV,PARTIDO VERDE,46005.79,"R$ 46.005,79"
EVENTOS PROMOCIONAIS,REDE,REDE SUSTENTABILIDADE,27336.42,"R$ 27.336,42"
EVENTOS PROMOCIONAIS,REPUBLICANOS,REPUBLICANOS,1286927.67,"R$ 1.286.927,67"
EVENTOS PROMOCIONAIS,SDD,SOLIDARIEDADE,892828.07,"R$ 892.828,07"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,AVANTE,AVANTE,461000,"R$ 461.000,00"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,DC,DEMOCRACIA CRISTÃ,1318465.55,"R$ 1.318.465,55"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,DEM,DEMOCRATAS,7295331.6,"R$ 7.295.331,60"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,17914609.72,"R$ 17.914.609,72"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PATRI,PATRIOTA,1520619.45,"R$ 1.520.619,45"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PCDOB,PARTIDO COMUNISTA DO BRASIL,3037718,"R$ 3.037.718,00"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PCO,PARTIDO DA CAUSA OPERÁRIA,182814.78,"R$ 182.814,78"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,6045522.15,"R$ 6.045.522,15"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,1446222.81,"R$ 1.446.222,81"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,1306822.21,"R$ 1.306.822,21"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PODE,PODEMOS,1283561.18,"R$ 1.283.561,18"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PP,PROGRESSISTAS,11315242.7,"R$ 11.315.242,70"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PPL,PARTIDO PÁTRIA LIVRE,477702.95,"R$ 477.702,95"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PPS,PARTIDO POPULAR SOCIALISTA,2294064.45,"R$ 2.294.064,45"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,4266031.45,"R$ 4.266.031,45"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PRP,PARTIDO REPUBLICANO PROGRESSISTA,2076000,"R$ 2.076.000,00"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,921658.01,"R$ 921.658,01"
